,date,category,price,quantity,city
661,2023-09-10,clothes,72,3,Praga
662,2023-05-19,electronics,1095,4,Minsk
663,2023-05-16,books,16,5,Berlin
664,2023-05-08,books,31,5,Warsaw
665,2023-08-14,electronics,1389,1,Berlin
666,2023-05-24,home,367,2,Berlin
667,2023-09-12,electronics,1497,1,Praga
668,2023-07-01,clothes,146,3,Berlin
669,2023-05-10,electronics,564,4,Berlin
670,2023-05-04,books,43,5,Warsaw
671,2023-07-05,electronics,1159,2,Praga
672,2023-06-18,home,382,5,Berlin
673,2023-08-05,toys,126,1,Moscow
674,2023-04-17,electronics,1839,1,Minsk
675,2023-09-08,home,463,4,Warsaw
676,2023-09-22,home,294,2,Berlin
677,2023-07-19,books,45,2,Moscow
678,2023-05-22,home,165,4,Berlin
679,2023-07-27,home,190,1,Berlin
680,2023-04-09,home,467,1,Praga
681,2023-05-03,home,405,1,Praga
682,2023-07-22,clothes,144,5,Praga
683,2023-08-27,clothes,44,3,Moscow
684,2023-06-24,books,6,1,Berlin
685,2023-04-10,electronics,1835,3,Minsk
686,2023-04-06,home,451,3,Warsaw
687,2023-07-24,electronics,1740,2,Praga
688,2023-07-30,electronics,730,4,Praga
689,2023-08-19,books,46,5,Berlin
690,2023-06-04,home,323,3,Berlin
691,2023-04-20,home,303,5,Moscow
692,2023-05-27,toys,130,2,Moscow
693,2023-05-16,electronics,1255,1,Praga
694,2023-08-14,electronics,860,3,Berlin
695,2023-04-10,clothes,29,4,Minsk
696,2023-07-22,toys,46,2,Warsaw
697,2023-08-17,clothes,196,5,Berlin
698,2023-04-12,clothes,105,1,Berlin
699,2023-08-16,clothes,32,5,Moscow
700,2023-08-31,books,21,4,Warsaw
701,2023-09-24,books,13,3,Praga
702,2023-09-24,clothes,107,4,Berlin
703,2023-04-11,toys,55,5,Praga
704,2023-07-27,electronics,1615,5,Berlin
705,2023-09-11,toys,128,4,Praga
706,2023-05-09,home,470,4,Warsaw
707,2023-05-23,books,23,4,Moscow
708,2023-05-26,electronics,1670,1,Warsaw
709,2023-07-13,electronics,1955,5,Minsk
710,2023-08-07,home,479,2,Moscow
711,2023-05-26,home,282,1,Warsaw
712,2023-07-27,clothes,113,1,Minsk
713,2023-08-10,books,11,1,Berlin
714,2023-04-30,books,30,2,Berlin
715,2023-04-12,toys,55,4,Praga
716,2023-05-05,clothes,137,5,Moscow
717,2023-06-16,clothes,65,3,Berlin
718,2023-09-27,clothes,33,3,Moscow
719,2023-09-06,clothes,104,5,Berlin
720,2023-07-11,books,12,2,Praga
721,2023-06-26,books,7,3,Warsaw
722,2023-05-22,clothes,47,1,Praga
723,2023-06-19,toys,134,3,Minsk
724,2023-08-13,electronics,356,5,Berlin
725,2023-04-22,electronics,1054,1,Minsk
726,2023-06-14,toys,86,3,Minsk
727,2023-05-28,clothes,95,5,Moscow
728,2023-07-02,books,9,2,Berlin
729,2023-07-12,electronics,1710,5,Minsk
730,2023-08-18,home,380,2,Warsaw
731,2023-04-07,home,299,1,Minsk
732,2023-08-06,toys,68,5,Warsaw
733,2023-05-25,clothes,78,4,Moscow
734,2023-07-15,electronics,438,4,Minsk
735,2023-06-01,clothes,66,4,Praga
736,2023-06-29,electronics,806,4,Moscow
737,2023-07-07,toys,150,4,Warsaw
738,2023-06-16,toys,87,2,Moscow
739,2023-09-30,home,162,5,Minsk
740,2023-07-28,clothes,128,1,Berlin
741,2023-05-06,home,411,4,Berlin
742,2023-06-28,clothes,108,4,Warsaw
743,2023-08-30,home,338,1,Warsaw
744,2023-09-19,books,37,1,Berlin
745,2023-08-23,books,19,4,Warsaw
746,2023-08-08,books,20,2,Moscow
747,2023-08-19,books,48,1,Praga
748,2023-09-06,electronics,575,5,Praga
749,2023-07-02,books,42,5,Moscow
750,2023-07-23,toys,143,2,Praga
751,2023-04-28,toys,117,3,Minsk
752,2023-09-02,electronics,1440,2,Moscow
753,2023-08-21,books,19,4,Warsaw
754,2023-05-03,books,8,3,Moscow
755,2023-04-20,books,8,4,Berlin
756,2023-09-17,home,467,5,Warsaw
757,2023-08-18,clothes,114,1,Berlin
758,2023-07-10,home,105,4,Warsaw
759,2023-04-23,clothes,51,5,Praga
760,2023-07-21,books,48,2,Moscow
761,2023-04-14,books,43,4,Minsk
762,2023-06-30,home,421,5,Warsaw
763,2023-08-31,home,58,1,Warsaw
764,2023-06-16,clothes,124,4,Berlin
765,2023-06-24,toys,87,5,Praga
766,2023-07-18,clothes,180,4,Berlin
767,2023-05-01,home,136,1,Berlin
768,2023-07-31,home,70,4,Praga
769,2023-07-16,electronics,1534,4,Minsk
770,2023-05-24,home,125,5,Berlin
771,2023-08-11,electronics,1097,3,Berlin
772,2023-08-19,toys,150,4,Warsaw
773,2023-09-03,clothes,145,3,Praga
774,2023-05-13,clothes,151,2,Moscow
775,2023-06-28,electronics,1819,4,Minsk
776,2023-07-24,clothes,197,3,Minsk
777,2023-07-08,home,420,2,Praga
778,2023-05-17,books,18,5,Warsaw
779,2023-06-10,electronics,1765,4,Warsaw
780,2023-09-13,clothes,48,5,Praga
781,2023-06-06,electronics,847,2,Warsaw
782,2023-06-01,electronics,339,5,Minsk
783,2023-07-18,books,45,5,Minsk
784,2023-09-14,home,331,1,Moscow
785,2023-05-07,electronics,1785,2,Praga
786,2023-07-28,clothes,21,5,Berlin
787,2023-06-25,toys,64,3,Berlin
788,2023-08-04,electronics,1583,2,Moscow
789,2023-08-14,electronics,639,1,Moscow
790,2023-05-22,books,18,4,Warsaw
791,2023-06-30,home,183,5,Moscow
792,2023-05-03,toys,137,3,Moscow
793,2023-06-20,clothes,123,1,Berlin
794,2023-05-12,toys,104,2,Warsaw
795,2023-07-21,clothes,100,5,Moscow
796,2023-08-04,home,266,1,Moscow
797,2023-09-02,clothes,80,1,Warsaw
798,2023-08-14,books,36,3,Praga
799,2023-08-29,books,16,4,Warsaw
800,2023-07-15,books,17,4,Berlin
801,2023-08-03,books,23,4,Praga
802,2023-07-22,toys,98,2,Minsk
803,2023-06-03,home,144,1,Warsaw
804,2023-08-01,clothes,78,2,Berlin
805,2023-07-23,clothes,56,1,Praga
806,2023-04-20,books,29,3,Warsaw
807,2023-04-16,books,20,3,Moscow
808,2023-08-23,electronics,1728,2,Warsaw
809,2023-04-19,home,215,2,Minsk
810,2023-07-29,toys,96,3,Warsaw
811,2023-08-14,clothes,161,5,Praga
812,2023-09-13,electronics,1869,4,Praga
813,2023-05-08,electronics,1184,4,Warsaw
814,2023-09-28,clothes,42,3,Praga
815,2023-07-02,toys,135,4,Moscow
816,2023-07-14,electronics,690,5,Warsaw
817,2023-07-09,electronics,1364,5,Moscow
818,2023-06-29,home,405,1,Moscow
819,2023-09-06,toys,112,2,Berlin
820,2023-05-14,electronics,1449,4,Warsaw
821,2023-06-15,toys,143,5,Praga
822,2023-08-23,clothes,82,2,Moscow
823,2023-06-18,books,42,2,Berlin
824,2023-06-12,electronics,1095,1,Warsaw
825,2023-09-14,home,355,2,Warsaw
826,2023-09-17,clothes,199,2,Minsk
827,2023-09-23,toys,49,3,Minsk
828,2023-08-18,clothes,27,1,Moscow
829,2023-07-05,electronics,1924,1,Minsk
830,2023-06-28,toys,17,4,Moscow
831,2023-07-12,books,44,2,Praga
832,2023-08-24,clothes,53,4,Moscow
833,2023-04-06,electronics,435,5,Minsk
834,2023-07-31,home,277,2,Praga
835,2023-09-18,toys,66,5,Minsk
836,2023-07-25,clothes,193,3,Moscow
837,2023-09-10,clothes,41,2,Berlin
838,2023-09-29,books,27,4,Warsaw
839,2023-06-01,books,44,4,Minsk
840,2023-08-22,home,222,2,Moscow
841,2023-08-14,home,488,4,Praga
842,2023-06-28,electronics,1402,2,Minsk
843,2023-07-05,electronics,1821,1,Minsk
844,2023-08-04,home,182,4,Warsaw
845,2023-06-29,home,400,2,Moscow
846,2023-06-25,toys,22,2,Berlin
847,2023-09-06,books,32,4,Praga
848,2023-08-16,electronics,705,1,Moscow
849,2023-07-30,books,24,4,Praga
850,2023-06-15,books,37,2,Minsk
851,2023-07-01,home,367,1,Warsaw
852,2023-06-09,toys,102,5,Warsaw
853,2023-08-26,clothes,106,3,Berlin
854,2023-08-11,toys,33,4,Warsaw
855,2023-04-23,toys,107,2,Minsk
856,2023-08-15,books,11,1,Berlin
857,2023-05-28,toys,46,1,Moscow
858,2023-09-29,electronics,1732,5,Warsaw
859,2023-05-16,books,8,4,Berlin
860,2023-04-22,electronics,1449,1,Minsk
861,2023-04-08,clothes,189,5,Praga
862,2023-08-01,books,26,2,Praga
863,2023-04-20,clothes,152,5,Minsk
864,2023-09-26,books,46,4,Minsk
865,2023-06-17,home,392,5,Praga
866,2023-05-09,toys,24,1,Berlin
867,2023-05-07,home,272,1,Praga
868,2023-09-25,clothes,142,3,Minsk
869,2023-09-09,toys,116,5,Warsaw
870,2023-06-14,books,29,2,Moscow
871,2023-07-27,toys,98,4,Warsaw
872,2023-07-13,electronics,324,3,Warsaw
873,2023-09-08,toys,122,5,Minsk
874,2023-05-01,electronics,1180,2,Praga
875,2023-08-01,toys,146,3,Berlin
876,2023-05-24,electronics,1982,1,Warsaw
877,2023-09-19,clothes,185,4,Praga
878,2023-05-04,home,199,5,Berlin
879,2023-07-31,books,47,2,Warsaw
880,2023-07-22,toys,96,1,Berlin
881,2023-06-01,home,482,3,Praga
882,2023-04-23,books,8,4,Moscow
883,2023-05-16,books,33,3,Praga
884,2023-05-26,electronics,982,3,Minsk
885,2023-08-13,clothes,84,2,Berlin
886,2023-07-27,clothes,73,1,Moscow
887,2023-08-09,home,463,5,Berlin
888,2023-09-13,clothes,112,2,Berlin
889,2023-09-09,toys,29,4,Warsaw
890,2023-07-22,clothes,52,3,Minsk
891,2023-05-14,home,149,4,Berlin
892,2023-08-06,clothes,96,2,Praga
893,2023-07-17,toys,144,2,Praga
894,2023-09-05,electronics,1615,5,Warsaw
895,2023-04-17,home,461,3,Minsk
896,2023-05-29,electronics,372,2,Minsk
897,2023-08-16,electronics,1074,4,Praga
898,2023-07-08,electronics,400,5,Moscow
899,2023-06-23,books,29,4,Warsaw
900,2023-08-24,books,20,3,Warsaw
901,2023-05-15,electronics,1809,5,Praga
902,2023-07-17,home,60,5,Praga
903,2023-06-01,toys,40,5,Moscow
904,2023-05-29,toys,21,1,Moscow
905,2023-09-24,clothes,143,5,Minsk
906,2023-09-07,home,127,4,Warsaw
907,2023-08-16,books,48,4,Warsaw
908,2023-04-11,electronics,1831,3,Praga
909,2023-07-11,clothes,69,2,Minsk
910,2023-06-09,toys,126,2,Warsaw
911,2023-08-01,books,21,1,Minsk
912,2023-09-22,books,39,5,Minsk
913,2023-05-04,electronics,890,1,Praga
914,2023-07-10,toys,73,3,Minsk
915,2023-08-23,home,181,3,Moscow
916,2023-07-13,books,27,2,Moscow
917,2023-09-29,electronics,983,3,Berlin
918,2023-05-10,home,368,5,Praga
919,2023-04-19,toys,85,4,Berlin
920,2023-06-06,books,25,3,Moscow
921,2023-06-21,home,158,1,Berlin
922,2023-09-28,home,322,5,Praga
923,2023-06-03,home,217,3,Praga
924,2023-06-22,books,17,3,Minsk
925,2023-05-17,books,36,5,Warsaw
926,2023-04-06,clothes,184,3,Minsk
927,2023-04-16,toys,88,4,Praga
928,2023-08-24,electronics,659,2,Moscow
929,2023-09-27,home,110,5,Moscow
930,2023-09-23,clothes,132,1,Minsk
931,2023-09-18,electronics,1344,3,Praga
932,2023-05-09,clothes,53,2,Moscow
933,2023-09-24,books,10,1,Praga
934,2023-07-22,home,66,1,Moscow
935,2023-08-18,electronics,695,4,Praga
936,2023-08-16,electronics,696,2,Berlin
937,2023-06-10,electronics,704,5,Praga
938,2023-07-19,electronics,1755,2,Praga
939,2023-05-25,electronics,1168,2,Minsk
940,2023-08-07,clothes,78,1,Berlin
941,2023-05-19,home,118,4,Warsaw
942,2023-09-11,books,27,4,Minsk
943,2023-04-21,books,37,2,Warsaw
944,2023-05-07,books,42,2,Moscow
945,2023-07-25,books,18,3,Warsaw
946,2023-04-24,clothes,164,1,Praga
947,2023-05-25,toys,66,5,Warsaw
948,2023-04-25,home,132,5,Minsk
949,2023-08-13,electronics,1192,4,Minsk
950,2023-08-05,toys,138,1,Warsaw
951,2023-07-02,books,17,4,Minsk
952,2023-07-03,toys,15,5,Minsk
953,2023-06-10,home,402,2,Warsaw
954,2023-07-31,electronics,549,1,Berlin
955,2023-04-24,electronics,309,1,Berlin
956,2023-04-11,home,456,3,Moscow
957,2023-06-12,home,187,2,Minsk
958,2023-04-12,books,23,2,Warsaw
959,2023-05-05,electronics,1786,4,Minsk
960,2023-08-19,toys,96,1,Praga
961,2023-04-23,clothes,87,4,Minsk
962,2023-06-22,clothes,103,2,Minsk
963,2023-09-14,home,91,3,Berlin
964,2023-06-27,books,31,1,Warsaw
965,2023-06-19,clothes,76,2,Minsk
966,2023-07-06,electronics,937,3,Berlin
967,2023-08-18,home,245,5,Moscow
968,2023-05-04,toys,71,2,Berlin
969,2023-06-14,home,312,5,Berlin
970,2023-09-06,toys,121,4,Berlin
971,2023-08-06,home,302,5,Minsk
972,2023-08-19,home,248,2,Minsk
973,2023-05-01,home,227,5,Moscow
974,2023-08-08,toys,35,1,Praga
975,2023-07-12,toys,28,2,Praga
976,2023-04-15,home,314,3,Praga
977,2023-05-27,clothes,80,5,Moscow
978,2023-06-14,books,24,1,Praga
979,2023-05-04,books,46,4,Praga
980,2023-07-12,books,49,4,Berlin
981,2023-06-14,toys,59,5,Minsk
982,2023-04-29,toys,90,4,Minsk
983,2023-04-16,clothes,169,3,Berlin
984,2023-09-14,books,17,2,Berlin
985,2023-06-16,books,16,1,Berlin
986,2023-05-07,home,59,5,Minsk
987,2023-06-20,toys,74,4,Praga
988,2023-08-27,books,36,2,Berlin
989,2023-09-19,clothes,177,3,Moscow
990,2023-08-02,clothes,27,4,Berlin
991,2023-04-19,books,25,4,Warsaw
992,2023-07-11,toys,31,1,Berlin
993,2023-08-14,clothes,37,3,Minsk
994,2023-06-16,home,243,3,Berlin
995,2023-05-11,clothes,195,5,Warsaw
996,2023-05-31,electronics,371,1,Moscow
997,2023-04-26,electronics,464,5,Praga
998,2023-06-10,toys,63,1,Berlin
999,2023-07-12,books,30,3,Warsaw
1000,2023-06-09,toys,103,1,Warsaw
1001,2023-07-16,toys,109,1,Moscow
1002,2023-09-04,toys,35,1,Minsk
1003,2023-07-16,toys,43,2,Berlin
1004,2023-07-12,home,313,2,Warsaw
1005,2023-04-19,home,187,3,Moscow
1006,2023-06-07,clothes,67,1,Praga
1007,2023-06-09,electronics,1918,3,Warsaw
1008,2023-07-22,toys,116,2,Moscow
1009,2023-05-27,clothes,73,1,Minsk
1010,2023-09-12,electronics,661,5,Minsk
1011,2023-05-31,books,44,2,Warsaw
1012,2023-07-01,home,168,2,Warsaw
1013,2023-04-30,electronics,854,2,Berlin
1014,2023-08-31,books,21,1,Moscow
1015,2023-08-05,electronics,956,4,Warsaw
1016,2023-07-24,home,451,5,Berlin
1017,2023-04-06,home,401,5,Berlin
1018,2023-04-18,clothes,121,3,Warsaw
1019,2023-04-10,toys,71,1,Minsk
1020,2023-07-01,electronics,1269,2,Moscow
1021,2023-08-17,electronics,798,4,Moscow
1022,2023-06-16,books,39,1,Minsk
1023,2023-07-10,home,344,1,Warsaw
1024,2023-06-23,electronics,1276,4,Moscow
1025,2023-05-22,home,241,2,Warsaw
1026,2023-05-01,electronics,675,1,Warsaw
1027,2023-08-23,clothes,99,5,Berlin
1028,2023-09-30,toys,25,5,Minsk
1029,2023-07-19,electronics,1583,4,Warsaw
1030,2023-07-02,home,375,2,Praga
1031,2023-09-11,clothes,160,4,Minsk
1032,2023-09-01,electronics,819,1,Moscow
1033,2023-05-23,books,13,5,Berlin
1034,2023-08-23,toys,43,3,Moscow
1035,2023-06-25,electronics,408,4,Moscow
1036,2023-08-31,clothes,176,3,Minsk
1037,2023-04-02,books,41,3,Moscow
1038,2023-06-25,clothes,190,5,Warsaw
1039,2023-08-11,clothes,105,4,Moscow
1040,2023-04-04,books,28,3,Berlin
1041,2023-09-11,clothes,53,1,Berlin
1042,2023-04-06,books,16,2,Praga
1043,2023-08-27,electronics,350,2,Berlin
1044,2023-07-27,books,19,5,Moscow
1045,2023-06-28,books,37,4,Berlin
1046,2023-09-01,toys,130,4,Minsk
1047,2023-09-30,books,17,2,Berlin
1048,2023-09-14,books,27,1,Warsaw
1049,2023-09-08,electronics,1581,2,Minsk
1050,2023-04-14,toys,105,2,Praga
1051,2023-05-26,home,478,4,Warsaw
1052,2023-06-20,electronics,569,3,Moscow
1053,2023-08-27,electronics,1450,1,Moscow
1054,2023-05-16,home,242,4,Moscow
1055,2023-08-22,books,49,2,Warsaw
1056,2023-04-16,clothes,152,3,Warsaw
1057,2023-07-29,toys,130,1,Warsaw
1058,2023-06-23,clothes,137,5,Minsk
1059,2023-09-04,home,54,1,Minsk
1060,2023-04-08,electronics,643,1,Moscow
1061,2023-06-27,electronics,1575,2,Berlin
1062,2023-08-09,toys,30,2,Moscow
1063,2023-04-19,electronics,1887,5,Praga
1064,2023-07-06,electronics,839,5,Minsk
1065,2023-06-05,toys,133,5,Warsaw
1066,2023-06-18,toys,30,4,Minsk
1067,2023-06-25,home,359,4,Warsaw
1068,2023-08-02,electronics,1617,2,Praga
1069,2023-08-28,electronics,863,2,Praga
1070,2023-05-16,home,409,5,Minsk
1071,2023-07-22,books,25,4,Warsaw
1072,2023-06-30,books,29,3,Praga
1073,2023-08-19,books,27,4,Moscow
1074,2023-05-03,home,199,2,Moscow
1075,2023-08-11,electronics,651,4,Warsaw
1076,2023-06-16,home,211,2,Minsk
1077,2023-09-02,home,169,5,Praga
1078,2023-07-30,books,10,5,Minsk
1079,2023-08-06,clothes,175,5,Moscow
1080,2023-06-17,electronics,1574,3,Praga
1081,2023-08-30,books,39,3,Minsk
1082,2023-06-06,clothes,186,2,Berlin
1083,2023-07-24,clothes,61,1,Warsaw
1084,2023-06-02,toys,79,3,Warsaw
1085,2023-07-22,electronics,713,2,Berlin
1086,2023-07-03,clothes,171,4,Moscow
1087,2023-05-18,books,21,5,Praga
1088,2023-04-12,toys,118,5,Warsaw
1089,2023-09-03,electronics,1800,5,Berlin
1090,2023-09-19,home,375,2,Berlin
1091,2023-09-18,books,9,5,Moscow
1092,2023-08-23,clothes,140,3,Moscow
1093,2023-05-10,clothes,128,4,Minsk
1094,2023-09-24,books,33,5,Warsaw
1095,2023-06-24,clothes,31,2,Minsk
1096,2023-05-27,toys,112,4,Berlin
1097,2023-06-26,electronics,1142,5,Praga
1098,2023-06-23,toys,121,1,Praga
1099,2023-07-30,clothes,84,5,Moscow
1100,2023-06-13,home,460,3,Praga
1101,2023-07-16,electronics,1055,4,Praga
1102,2023-08-02,electronics,261,3,Praga
1103,2023-07-09,books,48,1,Berlin
1104,2023-05-13,books,23,1,Praga
1105,2023-07-28,home,492,3,Praga
1106,2023-04-23,electronics,1871,4,Praga
1107,2023-09-02,home,104,1,Minsk
1108,2023-05-07,books,48,1,Berlin
1109,2023-08-12,books,6,5,Moscow
1110,2023-06-04,electronics,452,2,Minsk
1111,2023-08-12,toys,122,1,Warsaw
1112,2023-09-25,clothes,186,4,Berlin
1113,2023-04-22,books,49,4,Berlin
1114,2023-07-14,books,36,5,Warsaw
1115,2023-06-27,toys,20,4,Warsaw
1116,2023-08-31,toys,147,5,Warsaw
1117,2023-08-03,home,417,1,Moscow
1118,2023-06-18,home,492,1,Praga
1119,2023-06-29,clothes,109,1,Berlin
1120,2023-05-21,clothes,74,1,Praga
1121,2023-09-23,electronics,920,2,Praga
1122,2023-07-11,home,66,2,Warsaw
1123,2023-07-15,books,8,1,Moscow
1124,2023-05-30,home,182,4,Minsk
1125,2023-05-16,books,27,5,Moscow
1126,2023-05-06,toys,61,3,Praga
1127,2023-09-13,home,187,5,Moscow
1128,2023-04-11,toys,106,3,Warsaw
1129,2023-04-12,clothes,190,3,Minsk
1130,2023-09-17,clothes,173,1,Warsaw
1131,2023-05-09,electronics,1918,3,Minsk
1132,2023-08-17,home,291,1,Praga
1133,2023-05-06,toys,57,2,Minsk
1134,2023-05-22,books,33,4,Minsk
1135,2023-05-01,clothes,46,3,Minsk
1136,2023-05-03,clothes,165,4,Moscow
1137,2023-08-19,books,44,1,Moscow
1138,2023-08-24,toys,69,3,Praga
1139,2023-09-16,toys,115,5,Minsk
1140,2023-05-28,home,118,2,Berlin
1141,2023-08-30,home,419,2,Praga
1142,2023-08-06,electronics,732,3,Minsk
1143,2023-05-01,clothes,171,2,Minsk
1144,2023-05-25,home,151,5,Moscow
1145,2023-04-10,toys,140,4,Praga
1146,2023-08-08,books,44,5,Minsk
1147,2023-04-15,toys,104,2,Minsk
1148,2023-04-03,clothes,124,4,Praga
1149,2023-05-13,toys,134,5,Berlin
1150,2023-09-06,electronics,969,1,Praga
1151,2023-06-06,clothes,85,1,Praga
1152,2023-05-26,books,43,4,Berlin
1153,2023-06-02,electronics,1137,4,Praga
1154,2023-04-15,clothes,181,4,Minsk
1155,2023-07-18,books,46,1,Praga
1156,2023-07-25,electronics,987,5,Berlin
1157,2023-07-01,electronics,1576,4,Warsaw
1158,2023-08-16,clothes,87,1,Praga
1159,2023-09-13,home,222,4,Moscow
1160,2023-05-17,electronics,1860,4,Minsk
1161,2023-05-27,electronics,1905,4,Minsk
1162,2023-05-20,books,9,1,Moscow
1163,2023-06-10,toys,58,5,Moscow
1164,2023-08-21,clothes,143,1,Praga
1165,2023-08-24,clothes,56,1,Moscow
1166,2023-06-21,home,211,4,Warsaw
1167,2023-07-25,home,250,3,Berlin
1168,2023-07-14,clothes,165,3,Moscow
1169,2023-06-27,home,324,3,Moscow
1170,2023-04-02,books,18,1,Warsaw
1171,2023-07-13,clothes,59,4,Minsk
1172,2023-06-23,home,322,3,Minsk
1173,2023-05-13,clothes,118,2,Praga
1174,2023-09-01,toys,102,2,Warsaw
1175,2023-06-10,electronics,1265,2,Berlin
1176,2023-09-13,clothes,142,5,Berlin
1177,2023-07-03,electronics,1330,4,Warsaw
1178,2023-05-12,home,377,1,Berlin
1179,2023-08-11,electronics,264,1,Minsk
1180,2023-08-17,clothes,128,4,Berlin
1181,2023-06-04,toys,62,5,Berlin
1182,2023-05-04,home,184,4,Warsaw
1183,2023-07-29,clothes,152,5,Warsaw
1184,2023-04-01,home,73,3,Berlin
1185,2023-08-08,books,32,3,Moscow
1186,2023-08-26,electronics,1285,5,Warsaw
1187,2023-05-31,books,47,4,Praga
1188,2023-08-27,clothes,36,3,Praga
1189,2023-06-27,toys,29,4,Minsk
1190,2023-06-07,home,52,3,Berlin
1191,2023-08-05,electronics,1644,4,Moscow
1192,2023-08-18,home,267,4,Minsk
1193,2023-04-22,clothes,162,2,Berlin
1194,2023-08-26,home,356,5,Warsaw
1195,2023-06-21,electronics,631,1,Praga
1196,2023-08-07,clothes,155,5,Moscow
1197,2023-04-30,home,446,4,Praga
1198,2023-08-04,toys,12,4,Warsaw
1199,2023-07-06,clothes,92,5,Berlin
1200,2023-04-24,clothes,178,4,Warsaw
1201,2023-04-14,toys,114,3,Warsaw
1202,2023-05-06,books,30,4,Praga
1203,2023-04-24,electronics,408,5,Moscow
1204,2023-07-04,books,38,5,Warsaw
1205,2023-05-25,home,186,5,Praga
1206,2023-04-24,toys,71,2,Moscow
1207,2023-08-30,books,17,2,Berlin
1208,2023-09-29,clothes,88,2,Berlin
1209,2023-04-26,home,474,2,Minsk
1210,2023-06-19,home,382,2,Praga
1211,2023-09-13,books,5,2,Moscow
1212,2023-06-04,books,29,2,Warsaw
1213,2023-06-14,toys,56,5,Berlin
1214,2023-09-26,electronics,971,1,Moscow
1215,2023-09-10,books,40,2,Praga
1216,2023-05-13,books,14,5,Minsk
1217,2023-04-29,clothes,47,1,Berlin
1218,2023-09-12,home,426,2,Moscow
1219,2023-06-20,electronics,1861,1,Moscow
1220,2023-05-24,clothes,153,1,Moscow
1221,2023-05-09,toys,149,3,Praga
1222,2023-05-12,toys,71,4,Praga
1223,2023-09-03,books,7,3,Praga
1224,2023-04-29,books,50,1,Warsaw
1225,2023-09-18,toys,83,5,Moscow
1226,2023-08-09,books,35,2,Berlin
1227,2023-08-16,electronics,342,4,Praga
1228,2023-08-20,books,11,2,Praga
1229,2023-09-22,home,341,5,Moscow
1230,2023-05-12,books,18,4,Praga
1231,2023-07-03,clothes,131,3,Warsaw
1232,2023-09-07,electronics,917,1,Warsaw
1233,2023-05-02,clothes,150,5,Praga
1234,2023-09-17,clothes,132,1,Moscow
1235,2023-09-07,home,159,1,Moscow
1236,2023-04-26,electronics,569,2,Moscow
1237,2023-07-24,electronics,1802,5,Minsk
1238,2023-08-07,electronics,1605,1,Praga
1239,2023-05-26,electronics,1309,3,Moscow
1240,2023-07-31,electronics,986,4,Warsaw
1241,2023-07-15,home,276,5,Berlin
1242,2023-08-08,books,16,2,Berlin
1243,2023-06-20,clothes,88,5,Moscow
1244,2023-09-05,electronics,721,2,Berlin
1245,2023-07-29,books,45,4,Berlin
1246,2023-05-22,books,37,3,Minsk
1247,2023-06-30,clothes,160,1,Warsaw
1248,2023-08-15,home,433,5,Warsaw
1249,2023-04-22,toys,108,2,Minsk
1250,2023-05-04,toys,41,4,Minsk
1251,2023-07-19,books,15,1,Berlin
1252,2023-05-19,clothes,131,4,Praga
1253,2023-08-07,toys,33,3,Berlin
1254,2023-06-12,books,39,1,Minsk
1255,2023-06-23,home,388,1,Warsaw
1256,2023-05-23,toys,79,1,Berlin
1257,2023-07-09,books,44,2,Praga
1258,2023-08-02,books,49,1,Berlin
1259,2023-09-15,electronics,627,4,Moscow
1260,2023-05-15,home,239,2,Berlin
1261,2023-08-15,electronics,689,1,Minsk
1262,2023-07-14,clothes,118,4,Warsaw
1263,2023-08-28,electronics,395,4,Warsaw
1264,2023-08-24,electronics,744,5,Minsk
1265,2023-07-15,toys,65,4,Moscow
1266,2023-05-13,books,40,3,Minsk
1267,2023-09-14,home,231,1,Berlin
1268,2023-08-12,electronics,1202,1,Minsk
1269,2023-05-18,home,196,1,Minsk
1270,2023-08-04,electronics,1138,4,Moscow
1271,2023-04-07,clothes,31,4,Berlin
1272,2023-04-16,electronics,210,1,Praga
1273,2023-08-07,toys,79,2,Praga
1274,2023-07-24,books,16,2,Warsaw
1275,2023-05-07,clothes,60,3,Minsk
1276,2023-09-12,electronics,608,5,Warsaw
1277,2023-08-03,home,411,3,Moscow
1278,2023-06-20,clothes,22,1,Praga
1279,2023-06-01,clothes,22,1,Minsk
1280,2023-06-11,electronics,283,1,Moscow
1281,2023-08-03,clothes,175,5,Moscow
1282,2023-09-08,home,200,4,Minsk
1283,2023-06-05,clothes,195,5,Moscow
1284,2023-04-30,home,244,3,Minsk
1285,2023-04-20,electronics,671,4,Minsk
1286,2023-06-21,books,47,4,Berlin
1287,2023-07-16,clothes,187,3,Warsaw
1288,2023-08-30,books,10,4,Moscow
1289,2023-08-10,home,325,2,Moscow
1290,2023-05-07,clothes,158,3,Berlin
1291,2023-08-10,toys,105,3,Berlin
1292,2023-06-16,books,31,2,Berlin
1293,2023-06-28,clothes,40,5,Praga
1294,2023-08-24,books,48,5,Praga
1295,2023-06-27,clothes,133,5,Praga
1296,2023-09-23,electronics,212,4,Minsk
1297,2023-05-03,books,26,2,Moscow
1298,2023-05-28,toys,44,3,Warsaw
1299,2023-04-28,toys,56,3,Minsk
1300,2023-05-05,home,263,3,Moscow
1301,2023-08-03,clothes,175,4,Moscow
1302,2023-08-16,books,25,4,Berlin
1303,2023-06-04,home,195,5,Berlin
1304,2023-05-12,books,35,4,Minsk
1305,2023-06-24,clothes,144,5,Berlin
1306,2023-08-15,toys,119,5,Moscow
1307,2023-07-20,electronics,748,3,Berlin
